CODE ISIN,Code Maroclear,OPCVM,Société de Gestion,Nature juridique,Classification,Sensibilité,Indice Bentchmark,Périodicité VL,Souscripteurs,Affectation des résultats,Commission de souscription,Commission de rachat,Frais de gestion,Dépositaire,Réseau placeur,AN,VL,YTD,1 jour,1 semaine,1 mois,3 mois,6 mois,1 an,2 ans,3 ans,5 ans,DatePublication,TypePublication,VL_Million,AN_Million,PerformancePositive
MA0000036238,3623,FCP CAPITAL MONETAIRE,BMCE CAPITAL GESTION,FCP,MONÉTAIRE,"[0  0,25[",MONIA,QUOTIDIENNE,FGP,CAPITALISANT,0.01,0.01,0.01,BANK OF AFRICA,BMCE CAPITAL GESTION,194912529.74,1647.83,0.007034,0.000152,0.000322,0.001647,0.004701,0.009353,0.01877,0.042185,0.069415,0.100189,2026-05-11,Quotidienne,0.0016478299999999999,194.91252974,True
MA0000037673,3767,FCP CAPITAL MONETAIRE PLUS,BMCE CAPITAL GESTION,FCP,MONÉTAIRE,"]0  0,5[",MONIA CAPITALISE,QUOTIDIENNE,FGP,CAPITALISANT,0.01,0.005,0.004,BANK OF AFRICA,BMCE CAPITAL GESTION,282664291.44,1283.19,0.007229,0.000156,0.000351,0.001819,0.005052,0.00994,0.019975,0.04728,0.07746,0.113552,2026-05-11,Quotidienne,0.00128319,282.66429144,True
MA0000036501,3650,FCP CAPITAL MULTI-GESTION,BMCE CAPITAL GESTION,FCP,DIVERSIFIÉ,-,80% MBI GLOBAL + 20% MASI,QUOTIDIENNE,FGP,CAPITALISANT,0.02,0.02,0.02,BANK OF AFRICA,BMCE CAPITAL GESTION,1763117163.17,544.0,-0.016862,-0.002713,0.002931,0.016765,0.001731,-0.040023,0.003949,,,,2026-05-11,Quotidienne,0.000544,1763.1171631700001,False
MA0000038366,3836,FCP CAPITAL OBLIGATIONS,BMCE CAPITAL GESTION,FCP,OMLT,]3   7],MBI GLOBAL,QUOTIDIENNE,FGP,CAPITALISANT,0.02,0.02,0.01,BANK OF AFRICA,BMCE CAPITAL GESTION; BANK OF AFRICA,4145286347.16,1239.81,-0.001667,0.000282,0.001349,0.006111,,,,,,,2026-05-11,Quotidienne,0.00123981,4145.286347159999,False
MA0000037392,3739,FCP CAPITAL OBLIGATIONS BANQUES,BMCE CAPITAL GESTION,FCP,OCT,"]0,5  1,1]",90% MBI CT + 10% MBI MT,QUOTIDIENNE,FGP,CAPITALISANT,0.01,0.01,0.01,BANK OF AFRICA,BMCE CAPITAL GESTION,1110875057.32,1503.9,0.008889,0.000206,0.000672,0.003436,0.007746,0.011474,0.024623,0.065523,0.108973,0.142017,2026-05-11,Quotidienne,0.0015039,1110.87505732,True
MA0000038382,3838,FCP CAPITAL OBLIGATIONS BANQUES PLUS,BMCE CAPITAL GESTION,FCP,OCT,"]0,5 1,1]",90% MBI CT + 10% MBI MT,QUOTIDIENNE,FGP,CAPITALISANT,0.01,0.01,0.01,BANK OF AFRICA,BMCE CAPITAL GESTION; BANK OF AFRICA,2433436028.19,1228.14,0.012031,0.000212,0.000701,0.003784,0.009237,0.01521,0.031938,0.072209,0.118189,0.167933,2026-05-11,Quotidienne,0.0012281400000000002,2433.43602819,True
MA0000038374,3837,FCP CAPITAL OPPORTUNITE,BMCE CAPITAL GESTION,FCP,DIVERSIFIÉ,-,75% MBI + 25% MASI.,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.03,0.02,BANK OF AFRICA,BMCE CAPITAL GESTION; BANK OF AFRICA,1299088.36,1316.19,-0.012418,-0.002282,0.002056,0.005209,-0.00392,-0.023504,0.007856,,,,2026-05-11,Quotidienne,0.00131619,1.29908836,False
MA0000035875,3587,FCP CAPITAL PARTICIPATIONS,BMCE CAPITAL GESTION,FCP,ACTIONS,-,MASI,QUOTIDIENNE,FGP,CAPITALISANT,0.02,0.02,0.02,BANK OF AFRICA,BMCE CAPITAL GESTION,709209658.59,10166.13,-0.088432,-0.011767,0.006374,0.025134,-0.037323,-0.143993,,,,,2026-05-11,Quotidienne,0.010166129999999999,709.20965859,False
MA0000037061,3706,FCP CAPITAL PLUS,BMCE CAPITAL GESTION,FCP,OMLT,"]1,1  5,1]",MBI MT,QUOTIDIENNE,FGP,CAPITALISANT,0.02,0.02,0.02,BANK OF AFRICA,BMCE CAPITAL GESTION,2618277155.48,1658.39,-0.003521,-0.001337,0.000326,0.003607,0.00286,-0.008999,0.012714,,,,2026-05-11,Quotidienne,0.00165839,2618.27715548,False
MA0000036220,3622,FCP CAPITAL PROTECTION,BMCE CAPITAL GESTION,FCP,ACTIONS,-,MASI,QUOTIDIENNE,FNPP,CAPITALISANT,0.02,0.02,0.02,BANK OF AFRICA,BMCE CAPITAL GESTION,1037896648.64,3845.61,-0.004536,-0.006069,0.007369,0.040727,0.017642,-0.057908,0.038499,0.403112,0.843369,0.703358,2026-05-11,Quotidienne,0.00384561,1037.89664864,False
MA0000036311,3631,FCP CAPITAL SELECTION,BMCE CAPITAL GESTION,FCP,ACTIONS,-,MADEX,QUOTIDIENNE,FGP,CAPITALISANT,0.02,0.02,0.02,BANK OF AFRICA,BMCE CAPITAL GESTION,3706143.54,324.3,-0.008499,-0.007528,0.003714,0.025487,0.007894,-0.057788,0.041961,0.387677,0.811024,0.592673,2026-05-11,Quotidienne,0.0003243,3.7061435400000002,False
MA0000036329,3632,FCP CAPITAL TERME,BMCE CAPITAL GESTION,FCP,DIVERSIFIÉ,-,80% MBI GLOBAL + 20% MASI,QUOTIDIENNE,FGP,CAPITALISANT,0.02,0.02,0.02,BANK OF AFRICA,BMCE CAPITAL GESTION,79514001.88,242.51,-0.001112,-0.001606,0.001983,0.012314,0.007478,-0.013465,0.023594,0.182341,0.338947,0.247672,2026-05-11,Quotidienne,0.00024250999999999998,79.51400188,False
MA0000036154,3615,FCP CDM LIQUIDITES,WAFA GESTION,FCP,OCT,"[0  1,1[",80% MBI CT + 20% MBI MT,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.015,0.02,CDM,WAFA GESTION,488566547.11,39958.01,0.00752,0.000158,0.000381,0.002923,0.006449,0.00938,0.01823,0.050014,0.084324,0.099956,2026-05-11,Quotidienne,0.03995801,488.56654711,True
MA0000040503,4050,FCP CKG BONDS,CDG CAPITAL GESTION,FCP,OMLT,]4  8],MBI MLT,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.015,0.01,CDG,CDG CAPITAL GESTION; CDG,771060654.75,2664.34,-0.007181,0.000409,0.002596,0.00964,0.006749,-0.009859,0.011265,0.126161,0.233057,0.154899,2026-05-11,Quotidienne,0.0026643400000000003,771.06065475,False
MA0000042228,4222,FCP CKG GARANTI,CDG CAPITAL GESTION,FCP,CONTRACTUEL,-,MONIA,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.015,0.02,CDG,CDG CAPITAL GESTION,1094625135.68,1062.33,0.007483,0.00016,0.000367,0.001735,0.005024,0.010031,0.020078,0.043331,,,2026-05-11,Quotidienne,0.00106233,1094.62513568,True
MA0000038218,3821,FCP CMR EQUITIES,VALORIS MANAGEMENT,FCP,ACTIONS,-,MASI,QUOTIDIENNE,FNPP,CAPITALISANT,0.0,0.0,0.02,BCP,VALORIS MANAGEMENT;CAPITAL GESTION GROUP,2083166580.12,2063.69,0.005785,-0.006729,0.004742,0.035537,0.015176,-0.045375,0.052914,0.532257,1.022016,0.891454,2026-05-11,Quotidienne,0.00206369,2083.1665801199997,True
MA0000039414,3941,FCP EMERGENCE ACTIONS,VALORIS MANAGEMENT,FCP,ACTIONS,-,MASI 20,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.015,0.02,ATTIJARIWAFA BANK,VALORIS GROUP;VALORIS MANAGEMENT,339768772.0,1847.78,-0.016814,-0.007669,0.005359,0.034122,0.003672,-0.066438,0.018139,0.510945,0.84937,,2026-05-11,Quotidienne,0.00184778,339.768772,False
MA0000037616,3761,FCP EMERGENCE BANCAIRES,VALORIS MANAGEMENT,FCP,OCT,"]0,5 1,1]",MBI CT,QUOTIDIENNE,FGP,CAPITALISANT,0.0,0.0,0.02,BANK OF AFRICA,VALORIS MANAGEMENT,4972282558.44,1426.19,0.010479,0.00021,0.000582,0.00378,0.00845,0.013834,0.027959,0.072243,0.115693,0.157688,2026-05-11,Quotidienne,0.0014261900000000001,4972.28255844,True
MA0000039661,3966,FCP EMERGENCE HARMONY FUND,VALORIS MANAGEMENT,FCP,OMLT,"[1,1  10]",MBI MT,QUOTIDIENNE,FNPP,MIXTE,0.0,0.0,0.02,CIH BANK,VALORIS MANAGEMENT,27507809.71,1348.09,0.007202,0.000208,0.000921,0.006157,0.010896,0.004688,0.011912,0.132896,0.283223,,2026-05-11,Quotidienne,0.00134809,27.50780971,True
MA0000042152,4215,FCP EMERGENCE MONÉTAIRE PLUS ,VALORIS MANAGEMENT,FCP,OCT,"]0,5 1,1]",MBI CT,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.015,0.02,BANK OF AFRICA,VALORIS MANAGEMENT;VALORIS GROUP,6833638860.13,1351.0,0.009784,0.000178,0.000437,0.003342,0.007848,0.012782,0.026588,0.070531,0.113529,0.153734,2026-05-11,Quotidienne,0.001351,6833.6388601300005,True
MA0000038754,3875,FCP EMERGENCE OBLIG COURT TERME,VALORIS MANAGEMENT,FCP,OCT,"]0,5 1,1]",MBI CT,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.015,0.02,ATTIJARIWAFA BANK,Valoris Management; Capital Gestion Group,3090483374.62,1160.32,0.010072,0.000207,0.000586,0.003694,0.00836,0.013256,0.026605,0.068809,0.113006,0.136443,2026-05-11,Quotidienne,0.0011603199999999998,3090.4833746199997,True
MA0000038770,3877,FCP EMERGENCE OBLIHORIZON,VALORIS MANAGEMENT,FCP,OMLT,"]1,1  10]",50% MBI MT + 50% MBI MLT,QUOTIDIENNE,FNPP,CAPITALISANT,0.03,0.015,0.02,CIH BANK,VALORIS MANAGEMENT,1283973207.07,1150.0,-0.012078,-8.7e-05,0.001184,0.006124,0.00155,-0.013612,0.005676,0.109867,0.195861,0.115682,2026-05-11,Quotidienne,0.00115,1283.97320707,False
MA0000038200,3820,FCP EMERGENCE OBLIRENDEMENT,VALORIS MANAGEMENT,FCP,OMLT,"]1,1   5,1]",MBI GLOBAL,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.015,0.02,BCP,VALORIS MANAGEMENT;CAPITAL GESTION GROUP,2325308967.78,1201.89,-0.007334,8e-06,0.00135,0.007291,0.002427,-0.008423,0.004354,0.089952,0.181823,0.096455,2026-05-11,Quotidienne,0.0012018900000000002,2325.3089677800003,False
MA0000039604,3960,FCP EMERGENCE OPTIMUM,VALORIS MANAGEMENT,FCP,DIVERSIFIÉ,-,60% MBI + 40% MASI,QUOTIDIENNE,FGP,MIXTE,0.03,0.015,0.02,CREDIT DU MAROC,VALORIS MANAGEMENT,1497134139.03,1173.2,-0.024625,-0.002695,0.002701,0.015362,-0.009682,-0.049063,0.00465,,,,2026-05-11,Quotidienne,0.0011732000000000001,1497.13413903,False
MA0000039356,3935,FCP EMERGENCE PATRIMOINE,VALORIS MANAGEMENT,FCP,DIVERSIFIÉ,-,80% MBI GLOBAL + 20% MASI RB,QUOTIDIENNE,FNPP,CAPITALISANT,0.0,0.0,0.02,BANK OF AFRICA,VALORIS MANAGEMENT,871530.67,178.84,-0.014656,-0.003843,0.005058,0.013315,0.001905,-0.034446,0.017987,0.287823,0.397188,,2026-05-11,Quotidienne,0.00017884000000000002,0.8715306700000001,False
MA0000038127,3812,FCP EMERGENCE TRESOR,VALORIS MANAGEMENT,FCP,MONÉTAIRE,"[0   0,5]",TMP au jour le jour,QUOTIDIENNE,FGP,CAPITALISANT,0.0,0.0,0.02,BCP,VALORIS MANAGEMENT,51263847.58,1170.35,0.006831,0.000154,0.00035,0.001866,0.004955,0.009323,0.019557,0.046872,0.07774,0.109168,2026-05-11,Quotidienne,0.00117035,51.26384758,True
MA0000038119,3811,FCP EMERGENCE TRESOR PLUS,VALORIS MANAGEMENT,FCP,OCT,"]0,5 1,1]",MBI CT,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.015,0.02,BCP,VALORIS MANAGEMENT,59547420.47,1205.8,0.007066,0.000158,0.00039,0.002261,0.005806,0.009807,0.019299,0.05254,0.087021,0.113481,2026-05-11,Quotidienne,0.0012058,59.54742047,True
MA0000038762,3876,FCP EMERGENCE TRESORERIE,VALORIS MANAGEMENT,FCP,MONÉTAIRE,"]0  0,5]",MONIA,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.015,0.02,CDG CAPITAL,Valoris Management; Capital Gestion Group,2035460293.0,1147.26,0.00945,0.000174,0.000401,0.002692,0.006572,0.012532,0.026062,0.06213,0.100743,0.155289,2026-05-11,Quotidienne,0.00114726,2035.460293,True
MA0000039620,3962,FCP FH2 OBLIGATAIRE DP,VALORIS MANAGEMENT,FCP,OMLT,"[1,1 5]",90% MBI MT + 10% MBI MLT + 50 pbs,QUOTIDIENNE,FNPP,MIXTE,0.0,0.0,0.02,CDM,VALORIS MANAGEMENT,878438718.33,1066.04,0.006135,0.000347,0.001287,0.006315,0.009699,0.007733,0.024398,,,,2026-05-11,Quotidienne,0.0010660399999999999,878.43871833,True
MA0000040677,4067,FCP INSTITUTIONS,CDG CAPITAL GESTION,FCP,OCT,"]0,5  1,1]",90% MBI CT + 10% MBI MT,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.015,0.02,CDG CAPITAL,CDG CAPITAL GESTION,630229.47,1755.51,0.006987,0.000165,0.00041,0.002318,0.005746,0.009924,0.019567,0.04893,0.087528,0.124901,2026-05-11,Quotidienne,0.00175551,0.63022947,True
MA0000036923,3692,FCP IRGAM ACTIONS,IRG ASSET MANAGEMENT,FCP,ACTIONS,-,MASI FLOTTANT,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.015,0.02,ATTIJARIWAFA BANK,IRG ASSET MANAGEMENT,1637324114.47,259.28,-0.012417,-0.005371,0.009697,0.04481,0.009421,-0.067573,0.025025,0.401589,0.813908,0.526074,2026-05-11,Quotidienne,0.00025927999999999997,1637.32411447,False
MA0000036907,3690,FCP IRGAM MONETAIRE,IRG ASSET MANAGEMENT,FCP,MONÉTAIRE,"]0 0,5]",80% MONIA + 20% MBI CT,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.015,0.02,ATTIJARIWAFA BANK,IRG ASSET MANAGEMENT,232870810.01,155.75,0.004515,6.4e-05,0.000193,0.00135,0.003608,0.010904,0.016446,0.032277,0.062487,0.098998,2026-05-11,Quotidienne,0.00015575,232.87081000999999,True
MA0000041121,4112,FCP IRGAM MONETAIRE PLUS,IRG ASSET MANAGEMENT,FCP,OCT,"]0,5 1,1]",MBI CT,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.015,0.02,ATTIJARIWAFA BANK,IRG ASSET MANAGEMENT,263244092.69,148.69,0.005341,0.000135,0.000538,0.002562,0.004866,0.012668,0.01731,0.040882,0.077542,0.109378,2026-05-11,Quotidienne,0.00014869,263.24409269,True
MA0000037889,3788,FCP IRGAM OBLIBANQUES,IRG ASSET MANAGEMENT,FCP,OCT,"]0,5 1,1]",MBI CT,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.015,0.02,BANK OF AFRICA,IRG ASSET MANAGEMENT,2095323831.39,132.03,0.011492,0.000227,0.000606,0.003649,0.008941,0.015225,0.030036,0.072107,0.114365,0.146691,2026-05-11,Quotidienne,0.00013203,2095.32383139,True
MA0000036915,3691,FCP IRGAM OBLIGATAIRE,IRG ASSET MANAGEMENT,FCP,OMLT,"[3,5  7,5]",MBI MLT,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.015,0.02,ATTIJARIWAFA BANK,IRG ASSET MANAGEMENT,1878814607.86,165.67,-0.009032,-0.000121,0.001511,0.007909,0.001451,-0.011928,0.003088,0.099336,0.203647,0.004061,2026-05-11,Quotidienne,0.00016566999999999998,1878.8146078599998,False
MA0000040776,4077,FCP LIQUIDITES,CDG CAPITAL GESTION,FCP,MONÉTAIRE,"[0  0,5[",70% TMP + 30% MBI CT,QUOTIDIENNE,FNPP,CAPITALISANT,0.03,0.015,0.02,CDG CAPITAL,CDG CAPITAL GESTION,3307873143.92,3411.45,0.008493,0.000185,0.000422,0.002162,0.005962,0.011222,0.022476,0.051106,0.084074,0.117863,2026-05-11,Quotidienne,0.00341145,3307.87314392,True
MA0000039513,3951,FCP MAROGEST BONDS,MAROGEST,FCP,OMLT,"]1,1   8,1]",100% MBI GLOBAL,QUOTIDIENNE,FNPP,CAPITALISANT,0.0,0.0,0.0,CIH BANK,MAROGEST,767158149.91,1089.28,-0.012654,-0.000459,0.001637,0.00949,0.001103,-0.016443,0.006384,0.086488,,,2026-05-11,Quotidienne,0.00108928,767.15814991,False
MA0000037251,3725,FCP MAROGEST CASH,MAROGEST,FCP,MONÉTAIRE,"]0  0,5]",TMP INTERBANCAIRE,QUOTIDIENNE,FGP,CAPITALISANT,0.0,0.0,0.02,ATTIJARIWAFA BANK,MAROGEST,96593217.39,136.77,0.014539,0.000146,0.000439,0.002566,0.00655,0.018316,0.030438,0.063448,0.097232,0.137097,2026-05-11,Quotidienne,0.00013677,96.59321739,True
MA0000038945,3894,FCP MONETAIRE DYNAMIQUE,CDG CAPITAL GESTION,FCP,MONÉTAIRE,"]0  0,5[",50% MONIA + 50% MBI CT,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.015,0.02,ATTIJARIWAFA BANK,CDG CAPITAL GESTION,6148085.38,1110.96,0.008057,0.000171,0.00036,0.002147,0.005621,0.010671,0.021056,0.047977,0.077232,,2026-05-11,Quotidienne,0.00111096,6.1480853799999995,True
MA0000041600,4160,FCP MONETAIRE PREMIUM,CDG CAPITAL GESTION,FCP,MONÉTAIRE,"]0  0,5]",50% MONIA + 50% MBI CT,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.015,0.02,BCP,CDG CAPITAL GESTION,421616055.58,1136.27,0.009309,0.000194,0.000449,0.002895,0.006805,0.012348,0.024839,0.058561,0.093114,0.130516,2026-05-11,Quotidienne,0.00113627,421.61605557999997,True
MA0000040768,4076,FCP OBLIG COURT TERME,CDG CAPITAL GESTION,FCP,OCT,"[0,5  1,1[",75% MBI CT + 25% MBI MT,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.015,0.02,CDG CAPITAL,CDG CAPITAL GESTION,5720310084.12,1669.68,0.010714,0.000192,0.000455,0.003365,0.008486,0.014165,0.0288,0.07153,0.116029,0.150313,2026-05-11,Quotidienne,0.00166968,5720.31008412,True
MA0000039075,3907,FCP OBLIG OPPORTUNITES,IRG ASSET MANAGEMENT,FCP,OMLT,"]1,1   5,1]",MBI MT,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.015,0.02,CDG,IRG ASSET MANAGEMENT,619021520.44,104.44,-0.005712,-9.6e-05,0.001438,0.007914,0.003362,-0.007602,0.002111,0.067675,0.128471,,2026-05-11,Quotidienne,0.00010444,619.02152044,False
MA0000038929,3892,FCP OCT DYNAMIQUE,CDG CAPITAL GESTION,FCP,OCT,"]0,5 1,1]",90% MBI CT + 10% MBI MT,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.015,0.02,ATTIJARIWAFA BANK,CDG CAPITAL GESTION,1114023.62,1114.02,0.006678,0.000162,0.000413,0.002249,0.005542,0.00872,0.017128,0.045645,0.08562,,2026-05-11,Quotidienne,0.00111402,1.1140236200000002,True
MA0000039711,3971,FCP OPTIMA DYNAMIQUE,ALPHAVEST ASSET MANAGEMENT,FCP,OCT,"[0,5  1,1]",MBI CT,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.015,0.02,BANK OF AFRICA,ALPHAVEST ASSET MANAGEMENT,907544965.81,1024.73,0.010761,0.000215,0.000635,0.003516,0.008761,0.013711,,,,,2026-05-11,Quotidienne,0.00102473,907.5449658099999,True
MA0000039679,3967,FCP OPTIMA EQUILIBRE,ALPHAVEST ASSET MANAGEMENT,FCP,DIVERSIFIÉ,-,60% MBI GLOBAL + 40% MASI,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.015,0.02,BANQUE CENTRALE POPULAIRE,ALPHAVEST ASSET MANAGEMENT,264132848.01,986.26,-0.01561,-0.003546,0.005198,0.024037,0.002745,-0.045764,,,,,2026-05-11,Quotidienne,0.00098626,264.13284801,False
MA0000039687,3968,FCP OPTIMA MONETAIRE,ALPHAVEST ASSET MANAGEMENT,FCP,MONÉTAIRE,"[0  0,5]",MONIA,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.015,0.02,BANQUE CENTRALE POPULAIRE,ALPHAVEST ASSET MANAGEMENT,687705175.45,1023.03,0.009582,0.000205,0.00044,0.002666,0.006929,0.012821,,,,,2026-05-11,Quotidienne,0.00102303,687.7051754500001,True
MA0000039695,3969,FCP OPTIMA OBLIGATAIRE,ALPHAVEST ASSET MANAGEMENT,FCP,OMLT,[4  8],MBI GLOBAL,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.015,0.02,BANQUE CENTRALE POPULAIRE,ALPHAVEST ASSET MANAGEMENT,822755407.98,1008.51,-0.007235,-0.000228,0.001142,0.006778,0.002365,-0.008874,,,,,2026-05-11,Quotidienne,0.00100851,822.75540798,False
MA0000039729,3972,FCP OPTIMA PERFORMANCE,ALPHAVEST ASSET MANAGEMENT,FCP,ACTIONS,-,MASI,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.015,0.02,BANK OF AFRICA,ALPHAVEST ASSET MANAGEMENT,114714692.1,979.0,0.007772,-0.007311,0.010289,0.048854,0.027552,-0.049191,,,,,2026-05-11,Quotidienne,0.000979,114.7146921,True
MA0000039703,3970,FCP OPTIMA SOUVERAIN,ALPHAVEST ASSET MANAGEMENT,FCP,OMLT,[4  8],MBI GLOBAL,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.015,0.02,BANK OF AFRICA,ALPHAVEST ASSET MANAGEMENT,490804871.2,1076.84,0.060623,0.00026,0.00146,0.006261,0.073245,0.062098,,,,,2026-05-11,Quotidienne,0.00107684,490.8048712,True
MA0000039984,3998,FCP QUANTUM OPTIMUM DIVERSIFIE,QUANTUM CAPITAL GESTION,FCP,DIVERSIFIÉ,-,60% MBI GLOBAL + 40% MASI,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.015,0.02,BANQUE CENTRALE POPULAIRE,QUANTUM CAPITAL GESTION,335686784.16,1020.99,,9.8e-05,0.000637,0.019227,,,,,,,2026-05-11,Quotidienne,0.00102099,335.68678416,False
MA0000039430,3943,FCP SANLAM OBLIGATIONS,VALORIS MANAGEMENT,FCP,OMLT,"]1,1   10]",MBI GLOBAL,QUOTIDIENNE,FNPP,MIXTE,0.03,0.015,0.02,BCP,VALORIS MANAGEMENT,996867418.6,1277.91,-0.018751,6.3e-05,0.002062,0.008476,0.008261,-0.021538,0.008173,0.176998,,,2026-05-11,Quotidienne,0.0012779100000000002,996.8674186000001,False
MA0000038812,3881,FCP SERENITE CT,CDG CAPITAL GESTION,FCP,OCT,"]0,5 1,1]",80% MBI CT + 20% MBI MT,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.015,0.02,CDG CAPITAL,CDG CAPITAL GESTION,1097174.44,1097.17,0.006809,0.000146,0.000274,0.002211,0.005232,0.00841,0.016378,0.044178,0.073783,0.095855,2026-05-11,Quotidienne,0.0010971700000000002,1.0971744399999999,True
MA0000039943,3994,FCP STERLING CASH,STERLING ASSET MANAGEMENT,FCP,MONÉTAIRE,"[0  0,5]",MONIA,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.015,0.02,SAHAM BANK,STERLING ASSET MANAGEMENT,151050531.67,1000.06,,0.00016,0.00037,0.00012,,,,,,,2026-05-11,Quotidienne,0.0010000599999999999,151.05053167,False
MA0000039950,3995,FCP STERLING DYNAMIC,STERLING ASSET MANAGEMENT,FCP,DIVERSIFIÉ,-,70% MBI + 30% MASI,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.015,0.02,ATTIJARIWAFA BANK,STERLING ASSET MANAGEMENT,999169.21,998.17,,-0.00019,-0.000421,,,,,,,,2026-05-11,Quotidienne,0.00099817,0.9991692099999999,False
MA0000041618,4161,FCP TRESORERIE PLUS,CDG CAPITAL GESTION,FCP,OCT,"]0,5 1,1]",MBI CT,QUOTIDIENNE,FGP,CAPITALISANT,0.03,0.015,0.02,BCP,CDG CAPITAL GESTION,1108840.57,1108.84,0.007167,0.000162,0.000442,0.002504,0.005997,0.009238,0.018368,0.049114,0.07668,0.102479,2026-05-11,Quotidienne,0.0011088399999999998,1.1088405700000001,True
MA0000039034,3903,FH2 ACTIONS,BMCE CAPITAL GESTION,FCP,ACTIONS,-,MASI,QUOTIDIENNE,FNPP,MIXTE,0.0,0.0,0.02,BANK OF AFRICA,BMCE CAPITAL GESTION,1312028391.62,1774.98,-0.000332,-0.006154,0.007532,0.042328,0.019038,-0.054524,0.047711,0.48743,0.994449,,2026-05-11,Quotidienne,0.00177498,1312.0283916199999,False
MA0000040610,4061,FH2 ACTIONS II,CDG CAPITAL GESTION,FCP,ACTIONS,-,MASI RB,QUOTIDIENNE,FNPP,CAPITALISANT,0.03,0.015,0.02,CDG CAPITAL,CDG CAPITAL GESTION,904748802.2,8366.99,-0.058289,-0.00957,0.006286,0.018592,-0.02722,-0.108768,-0.037204,0.298643,0.695136,,2026-05-11,Quotidienne,0.00836699,904.7488022,False
MA0000039745,3974,FONDS CIH D'IMPACT SOCIAL,CIH CAPITAL MANAGEMENT,FCP,OCT,"]0,5  1,1]",MBI CT,QUOTIDIENNE,FNPP,MIXTE,0.0,0.05,0.02,CIH BANK,CIH CAPITAL MANAGEMENT; CIH BANK,1001959.48,1001.96,0.00193,4e-05,0.00011,0.001469,0.002541,0.00194,,,,,2026-05-11,Quotidienne,0.00100196,1.00195948,True
MA0000042236,4223,FSEC I CT,CDG CAPITAL GESTION,FCP,OCT,"]0,5 1,1]",80% MBI CT + 20% MBI MT,QUOTIDIENNE,FNPP,CAPITALISANT,0.0,0.0,0.02,CDG,CDG CAPITAL GESTION,614696.91,1087.95,0.007949,0.000165,0.000395,0.002506,0.006392,0.010392,0.024146,0.062099,,,2026-05-11,Quotidienne,0.00108795,0.61469691,True
MA0000042244,4224,FSEC II OMLT,CDG CAPITAL GESTION,FCP,OMLT,"]1,1  10]",MBI GLOBAL,QUOTIDIENNE,FNPP,CAPITALISANT,0.0,0.0,0.02,CDG,CDG CAPITAL GESTION,1496715302.94,1110.85,-0.003284,0.000378,0.002002,0.008763,,,,,,,2026-05-11,Quotidienne,0.0011108499999999998,1496.7153029400001,False
MA0000041691,4169,HORIZON CAPITAL GARANTI,SAHAM CAPITAL GESTION,FCP,CONTRACTUEL,-,MONIA,QUOTIDIENNE,FGP,CAPITALISANT,0.0,0.0,0.02,SAHAM BANK,SAHAM BANK,2162343623.89,142127.08,0.00699,0.000157,0.000361,0.001511,0.004606,0.009437,0.019445,0.043278,0.071484,0.102072,2026-05-11,Quotidienne,0.14212708,2162.34362389,True
MA0000041683,4168,HORIZON CASH PLUS,SAHAM CAPITAL GESTION,FCP,MONÉTAIRE,"[0  0,5[",TMP INTERBANCAIRE,QUOTIDIENNE,FGP,CAPITALISANT,0.0,0.0,0.005,SAHAM BANK,SAHAM BANK,5682349515.88,16740.93,0.009516,0.000191,0.00047,0.002573,0.006961,0.012575,0.024656,0.057894,0.093995,0.133646,2026-05-11,Quotidienne,0.01674093,5682.34951588,True
